molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,assay_chembl_id,assay_type,target_chembl_id,target_pref_name,document_chembl_id,src_id,data_validity_comment,is_active,safety_category,target_common_name,activity_class,activity_class_label
CHEMBL10663,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,IC50,=,18000.0,nM,4.75,,CHEMBL664804,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136645,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL10441,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,IC50,=,10000.0,nM,5.0,,CHEMBL664804,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136645,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL27257,COC(=O)c1ccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c2c1,IC50,=,2530.0,nM,5.6,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL282365,Cn1c2cccnc2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,19300.0,nM,4.71,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL29743,O=[N+]([O-])c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2Cc1ccncc1,IC50,=,5780.0,nM,5.24,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL26150,CN(C)c1nccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2C,IC50,=,26410.0,nM,4.58,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL332643,CCOC(=O)CCCn1c(=O)nc2n(CCCCOC(=O)C[C@@H]3CC4C5CC[C@H](O)C5CCC4[C@@]4(C)CCC(=O)C=C34)c3ccccc3cc-2c1=O,IC50,=,2500.0,nM,5.6,,CHEMBL663568,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136306,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL121550,OC1N=C(c2ccccc2F)c2cc(Cl)ccc2-n2cncc21,IC50,=,10000.0,nM,5.0,,CHEMBL666005,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136306,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL283438,NC(=O)c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,IC50,=,1360.0,nM,5.87,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,=,10000.0,nM,5.0,,CHEMBL666005,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136306,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL27415,Cn1c2ccnc(Cl)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,9440.0,nM,5.03,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL284024,O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)nc(CN4CCOCC4)nc3c2c1,IC50,=,42260.0,nM,4.37,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL25867,O=[N+]([O-])c1ccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c2c1,IC50,=,12580.0,nM,4.9,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL26678,Cn1c2cccc(C(N)=O)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,260.0,nM,6.58,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL26039,CCOC(=O)Cn1c2ccc([N+](=O)[O-])cc2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,15000.0,nM,4.82,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL418382,Cn1c2ccnc(Cl)c2c2nc(CN3CCOCC3)nc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,20030.0,nM,4.7,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL28629,Cn1c2ccnc(N3CCOCC3)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,20800.0,nM,4.68,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL25903,Cn1c2nccc(C(N)=O)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,1230.0,nM,5.91,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL439727,Cn1c2cccc(C(N)=O)c2c2nc(CN3CCOCC3)nc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,31310.0,nM,4.5,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL281326,Cn1c2ccnc(NCc3ccccn3)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,18480.0,nM,4.73,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL1188,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,IC50,=,10000.0,nM,5.0,,CHEMBL666005,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136306,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL25731,CNc1nccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2C,IC50,=,53810.0,nM,4.27,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL283255,NC(=O)c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2Cc1ccncc1,IC50,=,200.0,nM,6.7,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL26369,Cc1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,IC50,=,9250.0,nM,5.03,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL25905,COCc1nc(N2CCN(CCc3ccc(F)c(F)c3)CC2)c2c(n1)c1c(Cl)nccc1n2C,IC50,=,36820.0,nM,4.43,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL281284,COc1ccc2c(c1)[nH]c1c(N3CCN(CCc4ccc(F)c(F)c4)CC3)ncnc12,IC50,=,1530.0,nM,5.82,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL29631,O=[N+]([O-])c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2Cc1cccnc1,IC50,=,8100.0,nM,5.09,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],IC50,=,10000.0,nM,5.0,,CHEMBL666005,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136306,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL281496,Cn1c2nccc(C(N)=O)c2c2nc(CN3CCOCC3)nc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,33690.0,nM,4.47,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL282156,O=[N+]([O-])c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,IC50,=,6620.0,nM,5.18,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL281743,COc1ccc2c3nc[nH]c(N4CCN(CCc5ccc(F)c(F)c5)CC4)c-3nc2c1[N+](=O)[O-],IC50,=,1790.0,nM,5.75,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL287400,Cc1cc(C(N)=O)c2c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c3n(C)c2n1,IC50,=,210.0,nM,6.68,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL430724,Cn1c2ccncc2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,IC50,=,17850.0,nM,4.75,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL285343,O=[N+]([O-])c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2CCc1ccccc1,IC50,=,11790.0,nM,4.93,,CHEMBL664805,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149093,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL305220,Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,Ki,=,33.0,nM,7.48,,CHEMBL844072,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1127068,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL70611,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,Ki,=,28.0,nM,7.55,,CHEMBL760889,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1127068,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL112532,CCCCOc1ccc(-n2ccnc2)cc1,IC50,=,348.0,nM,6.46,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL151646,CCCCOc1ccc(-c2cccnc2)cc1,IC50,=,29300.0,nM,4.53,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL434317,CCCCOc1ccc(-c2[nH]ncc2C)cc1,IC50,=,26800.0,nM,4.57,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL359116,CCCCOc1ccc(-c2cc[nH]c2)cc1,IC50,=,7520.0,nM,5.12,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL151280,CCCCOc1ccc(-c2ccncc2)cc1,IC50,=,51100.0,nM,4.29,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL358214,CCCCOc1ccc(-n2ccnc2C)cc1,IC50,=,50900.0,nM,4.29,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL151037,CCCCOc1ccc(-c2ccnn2C)cc1,IC50,=,93800.0,nM,4.03,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL151354,CCCCOc1ccc(-c2ccns2)cc1,IC50,=,22900.0,nM,4.64,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL341089,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3)c2)C[C@H]1C(=O)NCC(F)(F)F,IC50,=,400.0,nM,6.4,,CHEMBL664803,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1146635,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL276081,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3cccc(Cl)c3)c2)C[C@H]1C(=O)NCC(F)(F)F,IC50,=,80.0,nM,7.1,,CHEMBL666014,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1146635,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL334379,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(F)c(F)c3F)c2)C[C@H]1C(=O)NCC(F)(F)F,IC50,=,50.0,nM,7.3,,CHEMBL666014,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1146635,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL358216,CCCCOc1ccc(-c2cnco2)cc1,IC50,=,58100.0,nM,4.24,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL127589,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(Cl)cc3)c2)C[C@H]1C(=O)NCC(F)(F)F,IC50,=,50.0,nM,7.3,,CHEMBL666014,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1146635,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL149750,CCCCOc1ccc(-c2cc[nH]n2)cc1,IC50,=,70600.0,nM,4.15,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL358880,CCCCOc1ccc(-n2cncc2C)cc1,IC50,=,116.0,nM,6.94,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL267865,CCCCc1ccc(/N=C/NO)c(C)c1,IC50,=,65400.0,nM,4.18,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL444533,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,IC50,=,430.0,nM,6.37,,CHEMBL666014,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1146635,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL151170,CCCCOc1ccc(-c2c[nH]cn2)cc1,IC50,=,883.0,nM,6.05,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL150999,CCCCOc1ccc(-c2ncc[nH]2)cc1,IC50,=,44300.0,nM,4.35,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL151207,CCCCOc1ccc(-n2cnc(C)c2)cc1,IC50,=,9170.0,nM,5.04,,CHEMBL666009,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1145921,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,IC50,=,250.0,nM,6.6,,CHEMBL666004,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1131402,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL331186,CCc1ncc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc(OC)c(OC)c3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)s1,IC50,=,35000.0,nM,4.46,,CHEMBL666004,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1131402,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL324033,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccnc3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,IC50,=,2300.0,nM,5.64,,CHEMBL666004,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1131402,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL116772,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc4c(c3)OCO4)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,IC50,=,9600.0,nM,5.02,,CHEMBL666004,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1131402,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL263179,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cncs3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,IC50,=,15000.0,nM,4.82,,CHEMBL666004,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1131402,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL3706711,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccc4c3COC4)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,IC50,=,12000.0,nM,4.92,,CHEMBL666004,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1131402,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL87355,CN(C)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,IC50,=,17000.0,nM,4.77,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL315766,CCN(CC)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,IC50,=,2000.0,nM,5.7,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL89750,Cn1cc(Cc2cn(CC(=O)N(CC(=O)O)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,IC50,=,31000.0,nM,4.51,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL87071,Cn1cc(Cc2cn(CC(=O)N(CCN)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,IC50,=,15000.0,nM,4.82,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL276856,Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,IC50,=,19000.0,nM,4.72,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL415274,CN(C)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,IC50,=,8000.0,nM,5.1,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL327705,CN1CCN(CCCN(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2cc(Cc3cnn(C)c3)c(=O)nc2SCc2ccc(F)cc2)CC1,IC50,=,10000.0,nM,5.0,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL86932,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,IC50,=,5000.0,nM,5.3,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL312238,CC(C)(C)NC(=O)[C@@H]1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,IC50,=,310.0,nM,6.51,,CHEMBL760335,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1134901,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL314768,Cn1cc(Cc2cn(CC(=O)N(CCN3CCCCC3)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,IC50,=,10000.0,nM,5.0,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL405981,Cn1cc(Cc2cn(CC(=O)N(CCN3CCCC3)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,IC50,=,6000.0,nM,5.22,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL87792,CN(C)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,IC50,=,30000.0,nM,4.52,,CHEMBL659099,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1135959,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL3706622,CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,IC50,=,40.0,nM,7.4,,CHEMBL666017,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136139,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL3706615,COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)o2)c1,IC50,=,40.0,nM,7.4,,CHEMBL666017,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136139,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL3706621,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,IC50,=,5000.0,nM,5.3,,CHEMBL666017,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136139,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL3706613,CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,IC50,=,110.0,nM,6.96,,CHEMBL666017,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1136139,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL319862,CCCCc1ccc(C)c(N/C=N/O)c1,IC50,=,94000.0,nM,4.03,,CHEMBL663578,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1133849,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL96347,Cc1cc(C)cc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,IC50,=,14000.0,nM,4.85,,CHEMBL663571,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149183,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL321051,CCCCCCc1ccc(N/C=N/O)cc1,IC50,=,50000.0,nM,4.3,,CHEMBL663578,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1133849,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL101168,Nn1nnc2ccccc21,IC50,=,450.0,nM,6.35,,CHEMBL663578,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1133849,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL330354,CCCCc1cccc([C@]2([C@H](Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,IC50,=,5000.0,nM,5.3,,CHEMBL663571,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1149183,1,,1,Hepatotoxicity,CYP3A4,2,potent
CHEMBL103313,CCCCc1ccc(N/C=N/O)cc1,IC50,=,65000.0,nM,4.19,,CHEMBL663578,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1133849,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
CHEMBL100917,CCCCc1ccccc1/N=C/NO,IC50,=,51000.0,nM,4.29,,CHEMBL663578,A,CHEMBL340,Cytochrome P450 3A4,CHEMBL1133849,1,,0,Hepatotoxicity,CYP3A4,1,less_potent
